date,MID_PRICE,high,low,close,volume,openinterest,BID_PRICE_1,BID_SIZE_1,BID_PRICE_2,BID_SIZE_2,BID_PRICE_3,BID_SIZE_3,ASK_PRICE_1,ASK_SIZE_1,ASK_PRICE_2,ASK_SIZE_2,ASK_PRICE_3,ASK_SIZE_3,year,month,day,hour,minute,second,microsecond
1701-03-17,409.47,0,0,0,0,0,409.22,200,408.94,100,408.93,100,409.27,200,409.72,50,409.8,100,2022,8,1,13,30,2,758060
1701-03-18,409.245,0,0,0,0,0,408.94,100,408.93,100,408.9,100,409.27,200,409.72,50,409.8,100,2022,8,1,13,30,2,758475
1701-03-19,409.105,0,0,0,0,0,408.94,100,408.93,100,408.9,100,409.27,300,409.72,50,409.8,100,2022,8,1,13,30,2,759375
1701-03-20,409.105,0,0,0,0,0,408.94,100,408.93,100,408.9,100,409.27,100,409.72,50,409.8,100,2022,8,1,13,30,2,762226
1701-03-21,409.105,0,0,0,0,0,408.94,100,408.93,100,408.9,100,409.72,50,409.8,100,409.83,100,2022,8,1,13,30,2,770349
1701-03-22,409.33000000000004,0,0,0,0,0,409.22,200,408.94,100,408.93,100,409.72,50,409.8,100,409.83,100,2022,8,1,13,30,2,784349
1701-03-23,409.47,0,0,0,0,0,408.94,100,408.93,100,408.9,100,409.72,50,409.8,100,409.83,100,2022,8,1,13,30,2,784971
1701-03-24,409.33000000000004,0,0,0,0,0,409.21,200,408.94,100,408.93,100,409.72,50,409.8,100,409.83,100,2022,8,1,13,30,2,790633
1701-03-25,409.46500000000003,0,0,0,0,0,408.94,100,408.93,100,408.9,100,409.72,50,409.8,100,409.83,100,2022,8,1,13,30,2,790921
1701-03-26,409.33000000000004,0,0,0,0,0,409.21,200,408.94,100,408.93,100,409.72,50,409.8,100,409.83,100,2022,8,1,13,30,2,796231
1701-03-27,409.46500000000003,0,0,0,0,0,409.21,300,408.94,100,408.93,100,409.72,50,409.8,100,409.83,100,2022,8,1,13,30,2,802600
1701-03-28,409.46500000000003,0,0,0,0,0,409.21,300,408.93,100,408.9,100,409.72,50,409.8,100,409.83,100,2022,8,1,13,30,2,810893
1701-03-29,409.46500000000003,0,0,0,0,0,409.21,100,408.93,100,408.9,100,409.72,50,409.8,100,409.83,100,2022,8,1,13,30,2,813946
1701-03-30,409.46500000000003,0,0,0,0,0,409.22,200,409.21,100,408.93,100,409.72,50,409.8,100,409.83,100,2022,8,1,13,30,2,814021
1701-03-31,409.47,0,0,0,0,0,409.21,100,408.93,100,408.9,100,409.72,50,409.8,100,409.83,100,2022,8,1,13,30,2,814045
1701-04-01,409.46500000000003,0,0,0,0,0,408.93,100,408.9,100,408.87,100,409.72,50,409.8,100,409.83,100,2022,8,1,13,30,2,869861
1701-04-02,409.32500000000005,0,0,0,0,0,408.94,100,408.93,100,408.9,100,409.72,50,409.8,100,409.83,100,2022,8,1,13,30,2,870802
1701-04-03,409.33000000000004,0,0,0,0,0,409.21,200,408.94,100,408.93,100,409.72,50,409.8,100,409.83,100,2022,8,1,13,30,2,883312
1701-04-04,409.46500000000003,0,0,0,0,0,409.21,300,408.94,100,408.93,100,409.72,50,409.8,100,409.83,100,2022,8,1,13,30,2,884008
1701-04-05,409.46500000000003,0,0,0,0,0,409.21,100,408.94,100,408.93,100,409.72,50,409.8,100,409.83,100,2022,8,1,13,30,2,896625
1701-04-06,409.46500000000003,0,0,0,0,0,409.22,200,409.21,100,408.94,100,409.72,50,409.8,100,409.83,100,2022,8,1,13,30,2,896626
1701-04-07,409.47,0,0,0,0,0,409.21,100,408.94,100,408.93,100,409.72,50,409.8,100,409.83,100,2022,8,1,13,30,2,896627
1701-04-08,409.46500000000003,0,0,0,0,0,409.21,100,408.94,100,408.93,100,409.25,100,409.72,50,409.8,100,2022,8,1,13,30,2,897049
1701-04-09,409.23,0,0,0,0,0,409.21,100,408.94,100,408.93,100,409.72,50,409.8,100,409.83,100,2022,8,1,13,30,2,897049
1701-04-10,409.46500000000003,0,0,0,0,0,408.94,100,408.93,100,408.9,100,409.72,50,409.8,100,409.83,100,2022,8,1,13,30,2,897785
1701-04-11,409.33000000000004,0,0,0,0,0,408.94,100,408.93,100,408.9,100,409.25,100,409.72,50,409.8,100,2022,8,1,13,30,2,897800
1701-04-12,409.095,0,0,0,0,0,409.22,200,408.94,100,408.93,100,409.25,100,409.72,50,409.8,100,2022,8,1,13,30,2,901736
1701-04-13,409.235,0,0,0,0,0,409.22,300,408.94,100,408.93,100,409.25,100,409.72,50,409.8,100,2022,8,1,13,30,2,902566
1701-04-14,409.235,0,0,0,0,0,409.22,300,408.94,100,408.93,100,409.72,50,409.8,100,409.83,100,2022,8,1,13,30,2,918872
1701-04-15,409.47,0,0,0,0,0,409.23,100,409.22,300,408.94,100,409.72,50,409.8,100,409.83,100,2022,8,1,13,30,2,922066
1701-04-16,409.475,0,0,0,0,0,409.23,100,409.22,100,408.94,100,409.72,50,409.8,100,409.83,100,2022,8,1,13,30,2,922362
1701-04-17,409.475,0,0,0,0,0,409.23,100,408.94,100,408.93,100,409.72,50,409.8,100,409.83,100,2022,8,1,13,30,2,922846
1701-04-18,409.475,0,0,0,0,0,408.94,100,408.93,100,408.9,100,409.72,50,409.8,100,409.83,100,2022,8,1,13,30,2,924744
1701-04-19,409.33000000000004,0,0,0,0,0,409.22,200,408.94,100,408.93,100,409.72,50,409.8,100,409.83,100,2022,8,1,13,30,2,925718
1701-04-20,409.47,0,0,0,0,0,409.24,61,409.22,200,408.94,100,409.72,50,409.8,100,409.83,100,2022,8,1,13,30,2,931365
1701-04-21,409.48,0,0,0,0,0,409.25,61,409.22,200,408.94,100,409.72,50,409.8,100,409.83,100,2022,8,1,13,30,2,941318
1701-04-22,409.485,0,0,0,0,0,409.25,61,408.94,100,408.93,100,409.72,50,409.8,100,409.83,100,2022,8,1,13,30,2,942031
1701-04-23,409.485,0,0,0,0,0,409.26,61,408.94,100,408.93,100,409.72,50,409.8,100,409.83,100,2022,8,1,13,30,2,942853
1701-04-24,409.49,0,0,0,0,0,409.26,61,409.22,500,408.94,100,409.72,50,409.8,100,409.83,100,2022,8,1,13,30,2,969348
1701-04-25,409.49,0,0,0,0,0,409.26,61,408.94,100,408.93,100,409.72,50,409.8,100,409.83,100,2022,8,1,13,30,2,969530
1701-04-26,409.49,0,0,0,0,0,409.26,61,409.23,200,408.94,100,409.72,50,409.8,100,409.83,100,2022,8,1,13,30,2,969647
1701-04-27,409.49,0,0,0,0,0,409.26,61,408.94,100,408.93,100,409.72,50,409.8,100,409.83,100,2022,8,1,13,30,2,969724
1701-04-28,409.49,0,0,0,0,0,409.26,61,408.93,100,408.9,100,409.72,50,409.8,100,409.83,100,2022,8,1,13,30,2,972169
1701-04-29,409.49,0,0,0,0,0,409.26,61,409.24,200,408.93,100,409.72,50,409.8,100,409.83,100,2022,8,1,13,30,2,972258
1701-04-30,409.49,0,0,0,0,0,409.26,61,409.24,200,408.95,100,409.72,50,409.8,100,409.83,100,2022,8,1,13,30,2,972259
1701-05-01,409.49,0,0,0,0,0,409.26,61,408.95,100,408.93,100,409.72,50,409.8,100,409.83,100,2022,8,1,13,30,2,972290
1701-05-02,409.49,0,0,0,0,0,409.27,61,408.95,100,408.93,100,409.72,50,409.8,100,409.83,100,2022,8,1,13,30,2,976111
1701-05-03,409.495,0,0,0,0,0,409.29,61,408.95,100,408.93,100,409.72,50,409.8,100,409.83,100,2022,8,1,13,30,2,976461
1701-05-04,409.505,0,0,0,0,0,409.29,61,409.24,200,408.95,100,409.72,50,409.8,100,409.83,100,2022,8,1,13,30,2,977286
1701-05-05,409.505,0,0,0,0,0,409.29,61,408.95,100,408.93,100,409.72,50,409.8,100,409.83,100,2022,8,1,13,30,2,983597
1701-05-06,409.505,0,0,0,0,0,409.29,61,408.95,100,408.93,100,409.3,500,409.72,50,409.8,100,2022,8,1,13,30,3,2484
1701-05-07,409.295,0,0,0,0,0,409.29,61,408.95,100,408.93,100,409.3,1000,409.72,50,409.8,100,2022,8,1,13,30,3,2578
1701-05-08,409.295,0,0,0,0,0,408.95,100,408.93,100,408.9,100,409.3,1000,409.72,50,409.8,100,2022,8,1,13,30,3,4574
1701-05-09,409.125,0,0,0,0,0,409.24,200,408.95,100,408.93,100,409.3,1000,409.72,50,409.8,100,2022,8,1,13,30,3,5531
1701-05-10,409.27,0,0,0,0,0,409.24,300,408.95,100,408.93,100,409.3,1000,409.72,50,409.8,100,2022,8,1,13,30,3,6440
1701-05-11,409.27,0,0,0,0,0,409.24,800,408.95,100,408.93,100,409.3,1000,409.72,50,409.8,100,2022,8,1,13,30,3,11616
1701-05-12,409.27,0,0,0,0,0,409.24,600,408.95,100,408.93,100,409.3,1000,409.72,50,409.8,100,2022,8,1,13,30,3,12144
1701-05-13,409.27,0,0,0,0,0,409.24,800,408.95,100,408.93,100,409.3,1000,409.72,50,409.8,100,2022,8,1,13,30,3,12439
1701-05-14,409.27,0,0,0,0,0,409.24,600,408.95,100,408.93,100,409.3,1000,409.72,50,409.8,100,2022,8,1,13,30,3,12441
1701-05-15,409.27,0,0,0,0,0,409.24,100,408.95,100,408.93,100,409.3,1000,409.72,50,409.8,100,2022,8,1,13,30,3,12736
1701-05-16,409.27,0,0,0,0,0,409.24,100,408.95,100,408.93,100,409.3,500,409.72,50,409.8,100,2022,8,1,13,30,3,15173
1701-05-17,409.27,0,0,0,0,0,409.24,100,408.95,100,408.93,100,409.29,500,409.3,500,409.72,50,2022,8,1,13,30,3,21782
1701-05-18,409.265,0,0,0,0,0,409.24,300,408.95,100,408.93,100,409.29,500,409.3,500,409.72,50,2022,8,1,13,30,3,22209
1701-05-19,409.265,0,0,0,0,0,409.24,300,408.95,100,408.93,100,409.29,500,409.72,50,409.8,100,2022,8,1,13,30,3,22213
1701-05-20,409.265,0,0,0,0,0,409.24,100,408.95,100,408.93,100,409.29,500,409.72,50,409.8,100,2022,8,1,13,30,3,22213
1701-05-21,409.265,0,0,0,0,0,409.24,100,408.95,100,408.93,100,409.28,100,409.29,500,409.72,50,2022,8,1,13,30,3,23332
1701-05-22,409.26,0,0,0,0,0,409.24,600,408.95,100,408.93,100,409.28,100,409.29,500,409.72,50,2022,8,1,13,30,3,24101
1701-05-23,409.26,0,0,0,0,0,409.24,1100,408.95,100,408.93,100,409.28,100,409.29,500,409.72,50,2022,8,1,13,30,3,24101
1701-05-24,409.26,0,0,0,0,0,409.24,1100,408.95,100,408.93,100,409.29,500,409.72,50,409.8,100,2022,8,1,13,30,3,24675
1701-05-25,409.265,0,0,0,0,0,409.24,600,408.95,100,408.93,100,409.29,500,409.72,50,409.8,100,2022,8,1,13,30,3,28453
1701-05-26,409.265,0,0,0,0,0,409.24,100,408.95,100,408.93,100,409.29,500,409.72,50,409.8,100,2022,8,1,13,30,3,28454
1701-05-27,409.265,0,0,0,0,0,409.24,100,408.95,100,408.93,100,409.72,50,409.8,100,409.83,100,2022,8,1,13,30,3,29966
1701-05-28,409.48,0,0,0,0,0,408.95,100,408.93,100,408.9,100,409.72,50,409.8,100,409.83,100,2022,8,1,13,30,3,33487
1701-05-29,409.33500000000004,0,0,0,0,0,408.95,100,408.93,100,408.9,100,409.28,500,409.72,50,409.8,100,2022,8,1,13,30,3,35665
1701-05-30,409.115,0,0,0,0,0,408.95,100,408.93,100,408.9,100,409.72,50,409.8,100,409.83,100,2022,8,1,13,30,3,35676
1701-05-31,409.33500000000004,0,0,0,0,0,409.22,500,408.95,100,408.93,100,409.72,50,409.8,100,409.83,100,2022,8,1,13,30,3,35849
1701-06-01,409.47,0,0,0,0,0,408.95,100,408.93,100,408.9,100,409.72,50,409.8,100,409.83,100,2022,8,1,13,30,3,36743
1701-06-02,409.33500000000004,0,0,0,0,0,409.22,500,408.95,100,408.93,100,409.72,50,409.8,100,409.83,100,2022,8,1,13,30,3,38616
1701-06-03,409.47,0,0,0,0,0,409.22,1000,408.95,100,408.93,100,409.72,50,409.8,100,409.83,100,2022,8,1,13,30,3,38735
1701-06-04,409.47,0,0,0,0,0,409.22,500,408.95,100,408.93,100,409.72,50,409.8,100,409.83,100,2022,8,1,13,30,3,44188
1701-06-05,409.47,0,0,0,0,0,408.95,100,408.93,100,408.9,100,409.72,50,409.8,100,409.83,100,2022,8,1,13,30,3,44192
1701-06-06,409.33500000000004,0,0,0,0,0,409.22,200,408.95,100,408.93,100,409.72,50,409.8,100,409.83,100,2022,8,1,13,30,3,47492
1701-06-07,409.47,0,0,0,0,0,408.95,100,408.93,100,408.9,100,409.72,50,409.8,100,409.83,100,2022,8,1,13,30,3,48798
1701-06-08,409.33500000000004,0,0,0,0,0,408.95,100,408.93,100,408.9,100,409.27,500,409.72,50,409.8,100,2022,8,1,13,30,3,51187
1701-06-09,409.11,0,0,0,0,0,408.95,100,408.93,100,408.9,100,409.27,1000,409.72,50,409.8,100,2022,8,1,13,30,3,51190
1701-06-10,409.11,0,0,0,0,0,408.95,100,408.93,100,408.9,100,409.27,500,409.72,50,409.8,100,2022,8,1,13,30,3,51191
1701-06-11,409.11,0,0,0,0,0,408.95,100,408.93,100,408.9,100,409.72,50,409.8,100,409.83,100,2022,8,1,13,30,3,51193
1701-06-12,409.33500000000004,0,0,0,0,0,409.22,100,408.95,100,408.93,100,409.72,50,409.8,100,409.83,100,2022,8,1,13,30,3,51661
1701-06-13,409.47,0,0,0,0,0,409.21,100,408.95,100,408.93,100,409.72,50,409.8,100,409.83,100,2022,8,1,13,30,3,55117
1701-06-14,409.46500000000003,0,0,0,0,0,409.21,100,408.95,100,408.93,100,409.27,500,409.72,50,409.8,100,2022,8,1,13,30,3,65306
1701-06-15,409.24,0,0,0,0,0,409.21,100,408.95,100,408.93,100,409.27,1000,409.72,50,409.8,100,2022,8,1,13,30,3,65391
1701-06-16,409.24,0,0,0,0,0,408.95,100,408.93,100,408.9,100,409.27,1000,409.72,50,409.8,100,2022,8,1,13,30,3,65865
1701-06-17,409.11,0,0,0,0,0,408.95,100,408.93,100,408.9,100,409.27,500,409.72,50,409.8,100,2022,8,1,13,30,3,81620
1701-06-18,409.11,0,0,0,0,0,408.95,100,408.93,100,408.9,100,409.72,50,409.8,100,409.83,100,2022,8,1,13,30,3,81648
1701-06-19,409.33500000000004,0,0,0,0,0,408.95,100,408.93,100,408.9,100,409.27,500,409.72,50,409.8,100,2022,8,1,13,30,3,82438
1701-06-20,409.11,0,0,0,0,0,408.95,100,408.93,100,408.9,100,409.72,50,409.8,100,409.83,100,2022,8,1,13,30,3,82462
1701-06-21,409.33500000000004,0,0,0,0,0,409.22,500,408.95,100,408.93,100,409.72,50,409.8,100,409.83,100,2022,8,1,13,30,3,83592
1701-06-22,409.47,0,0,0,0,0,409.22,1000,408.95,100,408.93,100,409.72,50,409.8,100,409.83,100,2022,8,1,13,30,3,83595
1701-06-23,409.47,0,0,0,0,0,409.22,500,408.95,100,408.93,100,409.72,50,409.8,100,409.83,100,2022,8,1,13,30,3,83952
1701-06-24,409.47,0,0,0,0,0,408.95,100,408.93,100,408.9,100,409.72,50,409.8,100,409.83,100,2022,8,1,13,30,3,83954
1701-06-25,409.33500000000004,0,0,0,0,0,409.22,500,408.95,100,408.93,100,409.72,50,409.8,100,409.83,100,2022,8,1,13,30,3,84461
1701-06-26,409.47,0,0,0,0,0,409.22,700,408.95,100,408.93,100,409.72,50,409.8,100,409.83,100,2022,8,1,13,30,3,84877
1701-06-27,409.47,0,0,0,0,0,409.22,700,408.93,100,408.9,100,409.72,50,409.8,100,409.83,100,2022,8,1,13,30,3,85078
1701-06-28,409.47,0,0,0,0,0,409.22,700,408.93,100,408.9,100,409.29,500,409.72,50,409.8,100,2022,8,1,13,30,3,85370
1701-06-29,409.255,0,0,0,0,0,409.22,700,408.96,100,408.93,100,409.29,500,409.72,50,409.8,100,2022,8,1,13,30,3,85420
1701-06-30,409.255,0,0,0,0,0,409.22,700,408.96,100,408.93,100,409.29,1000,409.72,50,409.8,100,2022,8,1,13,30,3,86084
1701-07-01,409.255,0,0,0,0,0,409.22,500,408.96,100,408.93,100,409.29,1000,409.72,50,409.8,100,2022,8,1,13,30,3,87738
1701-07-02,409.255,0,0,0,0,0,409.23,200,409.22,500,408.96,100,409.29,1000,409.72,50,409.8,100,2022,8,1,13,30,3,87741
1701-07-03,409.26,0,0,0,0,0,409.22,500,408.96,100,408.93,100,409.29,1000,409.72,50,409.8,100,2022,8,1,13,30,3,87742
1701-07-04,409.255,0,0,0,0,0,409.22,500,408.96,100,408.93,100,409.28,500,409.29,1000,409.72,50,2022,8,1,13,30,3,91584
1701-07-05,409.25,0,0,0,0,0,409.22,500,408.96,100,408.93,100,409.29,1000,409.72,50,409.8,100,2022,8,1,13,30,3,91584
1701-07-06,409.255,0,0,0,0,0,409.22,500,408.96,100,408.93,100,409.28,38,409.29,1000,409.72,50,2022,8,1,13,30,3,92539
1701-07-07,409.25,0,0,0,0,0,409.23,200,409.22,500,408.96,100,409.28,38,409.29,1000,409.72,50,2022,8,1,13,30,3,93575
1701-07-08,409.255,0,0,0,0,0,409.22,700,408.96,100,408.93,100,409.28,38,409.29,1000,409.72,50,2022,8,1,13,30,3,94848
1701-07-09,409.25,0,0,0,0,0,409.22,700,408.96,100,408.93,100,409.28,106,409.29,1000,409.72,50,2022,8,1,13,30,3,95002
1701-07-10,409.25,0,0,0,0,0,409.22,500,408.96,100,408.93,100,409.28,106,409.29,1000,409.72,50,2022,8,1,13,30,3,95155
1701-07-11,409.25,0,0,0,0,0,409.22,500,408.96,100,408.93,100,409.28,106,409.29,500,409.72,50,2022,8,1,13,30,3,96155
1701-07-12,409.25,0,0,0,0,0,409.22,500,408.96,100,408.93,100,409.28,106,409.72,50,409.8,100,2022,8,1,13,30,3,96157
1701-07-13,409.25,0,0,0,0,0,409.22,500,409.21,500,408.96,100,409.28,106,409.72,50,409.8,100,2022,8,1,13,30,3,97948
1701-07-14,409.25,0,0,0,0,0,409.22,500,409.21,1000,408.96,100,409.28,106,409.72,50,409.8,100,2022,8,1,13,30,3,97949
1701-07-15,409.25,0,0,0,0,0,409.22,700,409.21,1000,408.96,100,409.28,106,409.72,50,409.8,100,2022,8,1,13,30,3,97985
1701-07-16,409.25,0,0,0,0,0,409.23,500,409.22,700,409.21,1000,409.28,106,409.72,50,409.8,100,2022,8,1,13,30,3,99312
1701-07-17,409.255,0,0,0,0,0,409.23,500,409.22,200,409.21,1000,409.28,106,409.72,50,409.8,100,2022,8,1,13,30,3,99313
1701-07-18,409.255,0,0,0,0,0,409.23,500,409.22,200,409.21,500,409.28,106,409.72,50,409.8,100,2022,8,1,13,30,3,99315
1701-07-19,409.255,0,0,0,0,0,409.23,500,409.22,200,408.96,100,409.28,106,409.72,50,409.8,100,2022,8,1,13,30,3,99315
1701-07-20,409.255,0,0,0,0,0,409.23,500,408.96,100,408.93,100,409.28,106,409.72,50,409.8,100,2022,8,1,13,30,3,99315
1701-07-21,409.255,0,0,0,0,0,409.22,500,408.96,100,408.93,100,409.28,106,409.72,50,409.8,100,2022,8,1,13,30,3,103208
1701-07-22,409.25,0,0,0,0,0,408.96,100,408.93,100,408.9,100,409.28,106,409.72,50,409.8,100,2022,8,1,13,30,3,103215
1701-07-23,409.12,0,0,0,0,0,408.96,100,408.93,100,408.9,100,409.28,38,409.72,50,409.8,100,2022,8,1,13,30,3,108819
1701-07-24,409.12,0,0,0,0,0,408.96,100,408.93,100,408.9,100,409.72,50,409.8,100,409.83,100,2022,8,1,13,30,3,120048
1701-07-25,409.34000000000003,0,0,0,0,0,408.96,100,408.93,100,408.9,100,409.26,500,409.72,50,409.8,100,2022,8,1,13,30,3,125487
1701-07-26,409.11,0,0,0,0,0,408.96,100,408.93,100,408.9,100,409.26,1000,409.72,50,409.8,100,2022,8,1,13,30,3,125488
1701-07-27,409.11,0,0,0,0,0,408.96,100,408.93,100,408.9,100,409.26,500,409.72,50,409.8,100,2022,8,1,13,30,3,126362
1701-07-28,409.11,0,0,0,0,0,409.21,500,408.96,100,408.93,100,409.26,500,409.72,50,409.8,100,2022,8,1,13,30,3,126366
1701-07-29,409.235,0,0,0,0,0,409.21,500,408.96,100,408.93,100,409.72,50,409.8,100,409.83,100,2022,8,1,13,30,3,126370
1701-07-30,409.46500000000003,0,0,0,0,0,408.96,100,408.93,100,408.9,100,409.72,50,409.8,100,409.83,100,2022,8,1,13,30,3,126377
1701-07-31,409.34000000000003,0,0,0,0,0,409.23,500,408.96,100,408.93,100,409.72,50,409.8,100,409.83,100,2022,8,1,13,30,3,127666
1701-08-01,409.475,0,0,0,0,0,409.23,1000,408.96,100,408.93,100,409.72,50,409.8,100,409.83,100,2022,8,1,13,30,3,127667
1701-08-02,409.475,0,0,0,0,0,409.23,500,408.96,100,408.93,100,409.72,50,409.8,100,409.83,100,2022,8,1,13,30,3,128292
1701-08-03,409.475,0,0,0,0,0,408.96,100,408.93,100,408.9,100,409.72,50,409.8,100,409.83,100,2022,8,1,13,30,3,128293
1701-08-04,409.34000000000003,0,0,0,0,0,408.96,100,408.93,100,408.9,100,409.29,500,409.72,50,409.8,100,2022,8,1,13,30,3,131137
1701-08-05,409.125,0,0,0,0,0,408.96,100,408.93,100,408.9,100,409.28,500,409.29,500,409.72,50,2022,8,1,13,30,3,134684
1701-08-06,409.12,0,0,0,0,0,408.96,100,408.93,100,408.9,100,409.29,500,409.72,50,409.8,100,2022,8,1,13,30,3,135239
1701-08-07,409.125,0,0,0,0,0,408.96,100,408.93,100,408.9,100,409.72,50,409.8,100,409.83,100,2022,8,1,13,30,3,135241
1701-08-08,409.34000000000003,0,0,0,0,0,408.93,100,408.9,100,408.87,100,409.72,50,409.8,100,409.83,100,2022,8,1,13,30,3,135429
1701-08-09,409.32500000000005,0,0,0,0,0,408.93,100,408.9,100,408.87,100,409.29,200,409.72,50,409.8,100,2022,8,1,13,30,3,148020
1701-08-10,409.11,0,0,0,0,0,408.93,100,408.9,100,408.87,100,409.72,50,409.8,100,409.83,100,2022,8,1,13,30,3,160657
1701-08-11,409.32500000000005,0,0,0,0,0,408.94,100,408.93,100,408.9,100,409.72,50,409.8,100,409.83,100,2022,8,1,13,30,3,171096
1701-08-12,409.33000000000004,0,0,0,0,0,408.94,100,408.93,100,408.9,100,409.29,200,409.72,50,409.8,100,2022,8,1,13,30,3,186984
1701-08-13,409.115,0,0,0,0,0,409.23,200,408.94,100,408.93,100,409.29,200,409.72,50,409.8,100,2022,8,1,13,30,3,187098
1701-08-14,409.26,0,0,0,0,0,408.94,100,408.93,100,408.9,100,409.29,200,409.72,50,409.8,100,2022,8,1,13,30,3,188528
1701-08-15,409.115,0,0,0,0,0,408.94,100,408.93,100,408.9,100,409.72,50,409.8,100,409.83,100,2022,8,1,13,30,3,188867
1701-08-16,409.33000000000004,0,0,0,0,0,409.23,200,408.94,100,408.93,100,409.72,50,409.8,100,409.83,100,2022,8,1,13,30,3,211825
1701-08-17,409.475,0,0,0,0,0,408.94,100,408.93,100,408.9,100,409.72,50,409.8,100,409.83,100,2022,8,1,13,30,3,212431
1701-08-18,409.33000000000004,0,0,0,0,0,408.94,100,408.93,100,408.9,100,409.28,500,409.72,50,409.8,100,2022,8,1,13,30,3,225698
1701-08-19,409.11,0,0,0,0,0,408.94,100,408.93,100,408.9,100,409.27,500,409.28,500,409.72,50,2022,8,1,13,30,3,225700
1701-08-20,409.105,0,0,0,0,0,408.94,100,408.93,100,408.9,100,409.27,500,409.72,50,409.8,100,2022,8,1,13,30,3,225992
1701-08-21,409.105,0,0,0,0,0,408.94,100,408.93,100,408.9,100,409.72,50,409.8,100,409.83,100,2022,8,1,13,30,3,225992
1701-08-22,409.33000000000004,0,0,0,0,0,408.94,100,408.93,100,408.9,100,409.28,500,409.72,50,409.8,100,2022,8,1,13,30,3,226401
1701-08-23,409.11,0,0,0,0,0,408.94,100,408.93,100,408.9,100,409.27,500,409.28,500,409.72,50,2022,8,1,13,30,3,226437
1701-08-24,409.105,0,0,0,0,0,408.94,100,408.93,100,408.9,100,409.27,700,409.28,500,409.72,50,2022,8,1,13,30,3,227535
1701-08-25,409.105,0,0,0,0,0,408.94,100,408.93,100,408.9,100,409.27,776,409.28,500,409.72,50,2022,8,1,13,30,3,232627
1701-08-26,409.105,0,0,0,0,0,408.94,100,408.93,100,408.9,100,409.27,776,409.72,50,409.8,100,2022,8,1,13,30,3,234233
1701-08-27,409.105,0,0,0,0,0,408.94,100,408.93,100,408.9,100,409.27,576,409.72,50,409.8,100,2022,8,1,13,30,3,234510
1701-08-28,409.105,0,0,0,0,0,408.94,100,408.93,100,408.9,100,409.26,200,409.27,576,409.72,50,2022,8,1,13,30,3,234574
1701-08-29,409.1,0,0,0,0,0,408.94,100,408.93,100,408.9,100,409.27,576,409.72,50,409.8,100,2022,8,1,13,30,3,234672
1701-08-30,409.105,0,0,0,0,0,408.94,100,408.93,100,408.9,100,409.28,576,409.72,50,409.8,100,2022,8,1,13,30,3,240495
1701-08-31,409.11,0,0,0,0,0,408.94,100,408.93,100,408.9,100,409.28,76,409.72,50,409.8,100,2022,8,1,13,30,3,240758
1701-09-01,409.11,0,0,0,0,0,408.94,100,408.93,100,408.9,100,409.72,50,409.8,100,409.83,100,2022,8,1,13,30,3,242745
1701-09-02,409.33000000000004,0,0,0,0,0,408.94,100,408.93,100,408.9,100,409.27,200,409.72,50,409.8,100,2022,8,1,13,30,3,252303
1701-09-03,409.105,0,0,0,0,0,408.94,100,408.93,100,408.9,100,409.27,300,409.72,50,409.8,100,2022,8,1,13,30,3,258255
1701-09-04,409.105,0,0,0,0,0,408.94,100,408.93,100,408.9,100,409.27,200,409.72,50,409.8,100,2022,8,1,13,30,3,270694
1701-09-05,409.105,0,0,0,0,0,408.94,100,408.93,100,408.9,100,409.72,50,409.8,100,409.83,100,2022,8,1,13,30,3,290607
1701-09-06,409.33000000000004,0,0,0,0,0,408.94,100,408.93,100,408.9,100,409.27,200,409.72,50,409.8,100,2022,8,1,13,30,3,291814
1701-09-07,409.105,0,0,0,0,0,408.94,100,408.93,100,408.9,100,409.72,50,409.8,100,409.83,100,2022,8,1,13,30,3,298278
1701-09-08,409.33000000000004,0,0,0,0,0,409.22,500,408.94,100,408.93,100,409.72,50,409.8,100,409.83,100,2022,8,1,13,30,3,305740
1701-09-09,409.47,0,0,0,0,0,408.94,100,408.93,100,408.9,100,409.72,50,409.8,100,409.83,100,2022,8,1,13,30,3,305775
1701-09-10,409.33000000000004,0,0,0,0,0,408.93,100,408.9,100,408.87,100,409.72,50,409.8,100,409.83,100,2022,8,1,13,30,3,308638
1701-09-11,409.32500000000005,0,0,0,0,0,408.95,100,408.93,100,408.9,100,409.72,50,409.8,100,409.83,100,2022,8,1,13,30,3,308709
1701-09-12,409.33500000000004,0,0,0,0,0,409.25,100,408.95,100,408.93,100,409.72,50,409.8,100,409.83,100,2022,8,1,13,30,3,325135
1701-09-13,409.485,0,0,0,0,0,409.25,1,408.95,100,408.93,100,409.72,50,409.8,100,409.83,100,2022,8,1,13,30,3,328002
1701-09-14,409.485,0,0,0,0,0,408.95,100,408.93,100,408.9,100,409.72,50,409.8,100,409.83,100,2022,8,1,13,30,3,328524
1701-09-15,409.33500000000004,0,0,0,0,0,408.95,100,408.93,100,408.9,100,409.29,100,409.72,50,409.8,100,2022,8,1,13,30,3,377812
1701-09-16,409.12,0,0,0,0,0,408.95,100,408.93,100,408.9,100,409.72,50,409.8,100,409.83,100,2022,8,1,13,30,3,378956
1701-09-17,409.33500000000004,0,0,0,0,0,409.24,200,408.95,100,408.93,100,409.72,50,409.8,100,409.83,100,2022,8,1,13,30,3,403734
1701-09-18,409.48,0,0,0,0,0,409.24,200,408.93,100,408.9,100,409.72,50,409.8,100,409.83,100,2022,8,1,13,30,3,409733
